City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Livramento,BR,2020-02-20 20:57:54,-3.03,-60.18,86.0,66,75,5.82
286,Dikson,RU,2020-02-20 20:53:32,73.51,80.55,-2.0,94,3,14.27
287,Sabana De Torres,CO,2020-02-20 20:57:55,7.39,-73.5,95.0,61,20,9.17
288,Znamenskoye,RU,2020-02-20 20:57:55,57.13,73.83,26.53,96,90,6.85
289,Geraldton,AU,2020-02-20 20:53:28,-28.77,114.6,75.2,78,99,5.82
290,Kahului,US,2020-02-20 20:51:13,20.89,-156.47,78.8,47,20,16.11
291,Tokur,RU,2020-02-20 20:57:55,53.13,132.9,-17.66,99,100,1.77
292,Urucara,BR,2020-02-20 20:57:55,-2.54,-57.76,83.95,69,100,3.58
293,Manono,CD,2020-02-20 20:57:55,-7.3,27.42,70.43,93,46,2.51
294,Rocha,UY,2020-02-20 20:50:26,-34.48,-54.33,64.71,44,73,18.03
295,Komsomolskiy,UZ,2020-02-20 20:53:22,40.43,71.72,35.6,69,0,4.7
296,Kautokeino,NO,2020-02-20 20:57:55,69.01,23.04,18.82,89,100,25.68
297,Longkou,CN,2020-02-20 20:57:56,37.65,120.33,37.99,82,100,10.13
298,Lorengau,PG,2020-02-20 20:53:34,-2.02,147.27,82.9,76,100,12.26
299,Khudumelapye,BW,2020-02-20 20:57:56,-23.88,24.75,76.62,55,99,6.08
300,Mashivka,UA,2020-02-20 20:57:56,49.44,34.87,30.7,84,100,5.48
301,Aasiaat,GL,2020-02-20 20:57:56,68.71,-52.87,-6.09,94,100,5.08
302,Pokhara,NP,2020-02-20 20:57:56,28.23,83.98,54.54,80,0,3.42
303,Saskylakh,RU,2020-02-20 20:54:37,71.92,114.08,-18.9,99,90,3.42
304,Oga,IT,2020-02-20 20:54:04,46.46,10.35,26.6,73,0,6.93
305,Leshukonskoye,RU,2020-02-20 20:57:56,64.9,45.76,8.15,88,0,2.73
306,Saint-Augustin,CA,2020-02-20 20:53:50,51.23,-58.65,-6.72,76,94,19.37
307,Boueni,YT,2020-02-20 20:57:56,-12.9,45.08,80.6,94,20,2.24
308,Mednogorsk,RU,2020-02-20 20:57:56,51.41,57.59,25.12,96,100,3.44
309,Timmins,CA,2020-02-20 20:55:31,48.47,-81.33,12.2,43,75,10.29
310,Shenavan,AM,2020-02-20 20:57:57,40.05,43.93,35.6,93,75,2.24
311,Sorong,ID,2020-02-20 20:53:33,-0.88,131.25,74.05,95,100,3.2
312,Suleja,NG,2020-02-20 20:57:57,9.18,7.18,87.8,27,0,8.05
313,Vaitape,PF,2020-02-20 20:54:43,-16.52,-151.75,82.69,78,100,18.72
314,Mbandaka,CD,2020-02-20 20:55:18,0.05,18.26,78.66,66,91,3.24
315,Tubuala,PA,2020-02-20 20:57:57,9.52,-79.03,89.01,58,40,16.11
316,Bull Savanna,JM,2020-02-20 20:53:59,17.89,-77.59,77.85,71,87,6.42
317,Saldanha,ZA,2020-02-20 20:53:30,-33.01,17.94,66.2,72,0,13.87
318,Bac Lieu,VN,2020-02-20 20:57:57,9.29,105.72,74.25,73,3,10.11
319,Carballo,ES,2020-02-20 20:57:57,43.21,-8.69,54.0,87,75,4.7
320,Kavaratti,IN,2020-02-20 20:55:04,10.57,72.64,81.25,69,0,6.89
321,Thetford Mines,CA,2020-02-20 20:57:57,46.09,-71.3,8.01,55,100,8.99
322,Sembe,CG,2020-02-20 20:57:58,1.65,14.58,80.73,44,90,2.66
323,Goksun,TR,2020-02-20 20:57:58,38.02,36.5,51.8,66,75,9.17
324,Santa Rosalia,MX,2020-02-20 20:57:58,27.32,-112.28,75.81,21,0,7.02
325,Fare,PF,2020-02-20 20:54:47,-16.7,-151.02,82.94,77,96,19.82
326,Daru,PG,2020-02-20 20:57:58,-9.08,143.21,75.06,92,100,5.46
327,Bezhanitsy,RU,2020-02-20 20:57:58,56.98,29.89,32.86,93,3,5.03
328,Lagunas,PE,2020-02-20 20:57:58,-5.23,-75.68,93.58,46,42,4.18
329,Pestovo,RU,2020-02-20 20:57:58,58.59,35.8,33.4,98,98,3.4
330,Freeport,US,2020-02-20 20:53:48,40.66,-73.58,37.0,34,1,10.29
331,Sijunjung,ID,2020-02-20 20:57:58,-0.69,100.95,70.5,96,100,2.1
332,Pismo Beach,US,2020-02-20 20:57:58,35.14,-120.64,73.0,72,1,3.36
333,Port-Gentil,GA,2020-02-20 20:53:18,-0.72,8.78,84.2,89,75,9.17
334,San Policarpo,PH,2020-02-20 20:57:59,12.18,125.51,77.94,83,91,19.55
335,Sur,OM,2020-02-20 20:54:48,22.57,59.53,70.59,46,87,12.21
336,Ostrovnoy,RU,2020-02-20 20:54:08,68.05,39.51,11.73,79,94,19.82
337,Mehamn,NO,2020-02-20 20:53:46,71.04,27.85,23.0,73,89,23.04
338,Norderstedt,DE,2020-02-20 20:57:47,53.7,10.02,45.0,87,100,18.34
339,Nizhniy Tsasuchey,RU,2020-02-20 20:57:59,50.52,115.13,7.59,82,100,8.39
340,Hay River,CA,2020-02-20 20:54:02,60.82,-115.8,37.4,44,20,16.11
341,Lensk,RU,2020-02-20 20:57:59,60.73,114.93,11.12,94,92,7.14
342,Comodoro Rivadavia,AR,2020-02-20 20:54:02,-45.87,-67.5,62.6,51,0,5.82
343,Sabla,NG,2020-02-20 20:57:59,12.75,4.71,78.17,14,0,10.33
344,Gillette,US,2020-02-20 20:58:00,44.29,-105.5,35.01,50,1,12.75
345,Chepareria,KE,2020-02-20 20:58:00,1.31,35.2,74.64,47,69,5.3
346,Mujiayingzi,CN,2020-02-20 20:54:01,42.12,118.78,23.63,68,100,7.31
347,Spearfish,US,2020-02-20 20:57:03,44.49,-103.86,42.01,29,1,5.77
348,Cacapava Do Sul,BR,2020-02-20 20:58:00,-30.51,-53.49,78.28,45,0,9.35
349,Labuhan,ID,2020-02-20 20:54:43,-6.88,112.21,73.18,95,29,3.29
350,Miguel Calmon,BR,2020-02-20 20:58:00,-11.43,-40.59,77.07,71,1,4.12
351,Batemans Bay,AU,2020-02-20 20:55:06,-35.72,150.18,64.0,74,100,1.01
352,Bathsheba,BB,2020-02-20 20:53:25,13.22,-59.52,80.6,61,40,19.46
353,Sioux Lookout,CA,2020-02-20 20:53:39,50.1,-91.92,19.4,52,75,16.11
354,Nishihara,JP,2020-02-20 20:58:00,26.18,127.76,62.6,67,20,8.05
355,Griffith,US,2020-02-20 20:53:36,41.53,-87.42,26.6,45,1,6.91
356,Klyuchi,RU,2020-02-20 20:55:10,52.27,79.17,19.15,83,100,11.21
357,Olinda,BR,2020-02-20 20:55:17,-8.01,-34.86,78.8,83,90,4.7
358,Vila Franca Do Campo,PT,2020-02-20 20:53:48,37.72,-25.43,53.6,66,40,8.05
359,Kazachinskoye,RU,2020-02-20 20:58:01,57.7,93.28,19.4,93,87,6.93
360,Severo-Kurilsk,RU,2020-02-20 20:54:40,50.68,156.12,16.77,91,99,17.2
361,Kushmurun,KZ,2020-02-20 20:58:01,52.45,64.63,13.84,93,100,8.52
362,Teruel,ES,2020-02-20 20:58:01,40.67,-0.67,48.2,56,49,6.93
363,Kieta,PG,2020-02-20 20:53:57,-6.22,155.63,81.5,72,44,4.7
364,Polysayevo,RU,2020-02-20 20:58:01,54.6,86.25,23.88,90,100,12.08
365,Kuala Terengganu,MY,2020-02-20 20:58:01,5.33,103.14,80.6,83,20,8.05
366,Araouane,ML,2020-02-20 20:53:24,18.9,-3.53,77.83,11,98,6.87
367,Iracoubo,GF,2020-02-20 20:58:02,5.48,-53.2,78.31,73,100,11.52
368,Eureka,US,2020-02-20 20:53:27,40.8,-124.16,60.01,62,1,5.82
369,Taree,AU,2020-02-20 20:58:02,-31.9,152.47,70.0,82,90,5.82
370,Beyneu,KZ,2020-02-20 20:58:02,45.32,55.2,36.37,58,100,7.74
371,Misratah,LY,2020-02-20 20:58:02,32.38,15.09,59.61,69,100,20.13
372,Viedma,AR,2020-02-20 20:58:02,-40.81,-63.0,62.47,49,12,24.76
373,Wenling,CN,2020-02-20 20:55:21,28.37,121.36,55.0,24,0,4.72
374,Iquique,CL,2020-02-20 20:51:19,-20.22,-70.14,77.0,57,22,18.34
375,Taoudenni,ML,2020-02-20 20:54:09,22.68,-3.98,76.62,11,0,12.06
376,Camapua,BR,2020-02-20 20:58:02,-19.53,-54.04,83.01,84,100,3.27
377,Rochegda,RU,2020-02-20 20:58:02,62.8,43.25,9.97,93,0,2.71
378,Port Lincoln,AU,2020-02-20 20:53:19,-34.73,135.87,61.16,67,98,11.77
379,Panaba,MX,2020-02-20 20:58:02,21.28,-88.27,82.44,66,0,10.0
380,Warrnambool,AU,2020-02-20 20:58:02,-38.38,142.48,55.99,95,2,13.91
381,Jacareacanga,BR,2020-02-20 20:53:52,-6.22,-57.75,77.0,94,90,3.36
382,Tomatlan,MX,2020-02-20 20:58:03,19.93,-105.25,91.81,32,0,9.6
383,Port Moresby,PG,2020-02-20 20:53:41,-9.44,147.18,78.8,88,40,9.17
384,Duminichi,RU,2020-02-20 20:58:03,53.93,35.11,30.92,93,0,4.61
385,Bengkulu,ID,2020-02-20 20:53:29,-3.8,102.27,72.91,90,86,4.21
386,Kununurra,AU,2020-02-20 20:54:39,-15.77,128.73,80.6,78,100,5.82
387,Hokitika,NZ,2020-02-20 20:50:52,-42.72,170.97,64.0,91,100,27.89
388,Asau,RO,2020-02-20 20:53:32,46.43,26.4,39.2,86,88,5.82
389,Pangnirtung,CA,2020-02-20 20:53:26,66.15,-65.71,-31.0,59,20,2.24
390,Worland,US,2020-02-20 20:58:03,44.02,-107.96,30.99,53,1,12.75
391,Dakoro,NE,2020-02-20 20:58:03,14.51,6.76,71.35,15,0,11.74
392,Walvis Bay,NA,2020-02-20 20:53:58,-22.96,14.51,66.2,82,100,3.36
393,Lampang,TH,2020-02-20 20:58:03,18.33,99.5,69.03,65,100,3.53
394,Ifo,NG,2020-02-20 20:58:04,6.81,3.2,86.0,79,9,3.36
395,Yaring,TH,2020-02-20 20:58:04,6.87,101.37,80.28,77,89,22.66
396,Montanha,BR,2020-02-20 20:58:04,-18.13,-40.36,78.51,79,34,11.77
397,Sambava,MG,2020-02-20 20:53:54,-14.27,50.17,72.75,98,100,1.77
398,The Valley,AI,2020-02-20 20:54:47,18.22,-63.06,82.4,61,20,14.99
399,Tahta,EG,2020-02-20 20:58:04,26.77,31.5,57.2,47,0,6.93
400,Barra Do Garcas,BR,2020-02-20 20:52:22,-15.89,-52.26,87.8,66,75,6.93
401,Beringovskiy,RU,2020-02-20 20:53:58,63.05,179.32,-16.29,88,0,7.83
402,Umm Kaddadah,SD,2020-02-20 20:54:58,13.6,26.69,67.55,22,90,13.33
403,Iraray,PH,2020-02-20 20:58:04,8.99,118.05,72.64,86,47,6.82
404,Puerto Escondido,MX,2020-02-20 20:54:02,15.85,-97.07,89.6,84,20,5.82
405,Margate,GB,2020-02-20 20:54:56,51.38,1.39,41.0,65,33,14.99
406,Dingle,PH,2020-02-20 20:53:26,11.0,122.67,71.35,93,69,13.8
407,Phuket,TH,2020-02-20 20:54:57,8.0,98.25,80.6,65,20,10.29
408,Quatre Cocos,MU,2020-02-20 20:53:48,-20.21,57.76,78.8,74,75,11.41
409,San Felipe,VE,2020-02-20 20:58:05,10.34,-68.74,80.2,66,49,10.11
410,Champerico,GT,2020-02-20 20:54:02,14.3,-91.92,93.2,44,40,16.11
411,Hudson Bay,CA,2020-02-20 20:58:05,52.85,-102.38,29.35,76,0,12.77
412,Cockburn Town,TC,2020-02-20 20:53:23,21.46,-71.14,82.4,69,40,11.41
413,Riyadh,SA,2020-02-20 20:58:05,24.69,46.72,60.8,36,100,10.29
414,Tabou,CI,2020-02-20 20:58:05,4.42,-7.35,78.19,89,40,2.21
415,Yong Peng,MY,2020-02-20 20:58:05,2.01,103.07,72.9,95,4,2.75
416,Chapais,CA,2020-02-20 20:58:05,49.78,-74.85,1.4,54,1,12.75
417,Amparafaravola,MG,2020-02-20 20:58:05,-17.58,48.22,65.79,97,100,3.13
418,Vozhega,RU,2020-02-20 20:55:01,60.47,40.22,23.32,90,67,2.91
419,Qandala,SO,2020-02-20 20:58:06,11.47,49.87,73.85,78,80,0.94
420,Ihosy,MG,2020-02-20 20:58:06,-22.4,46.12,64.02,87,82,9.1
421,Mnogovershinnyy,RU,2020-02-20 20:58:06,53.94,139.92,-3.42,94,23,6.31
422,Jaguaruna,BR,2020-02-20 20:58:06,-28.61,-49.03,77.56,69,4,5.61
423,Athens,GR,2020-02-20 20:54:13,37.98,23.72,50.0,81,90,12.75
424,Shakawe,BW,2020-02-20 20:58:06,-18.37,21.85,71.96,72,67,3.62
425,Gap,FR,2020-02-20 20:58:06,44.67,6.0,43.0,60,0,3.94
426,Bahia Honda,CU,2020-02-20 20:58:06,22.9,-83.16,83.62,61,0,5.5
427,Lugazi,UG,2020-02-20 20:58:06,0.38,32.92,73.4,94,73,2.35
428,Fairbanks,US,2020-02-20 20:50:02,64.84,-147.72,28.99,68,75,8.05
429,Les Cayes,HT,2020-02-20 20:53:38,18.2,-73.75,80.76,71,1,14.58
430,Russellville,US,2020-02-20 20:53:34,35.28,-93.13,48.2,49,75,16.11
431,Otumba,MX,2020-02-20 20:58:07,19.7,-98.75,77.0,15,5,10.29
432,Dali,CN,2020-02-20 20:58:07,25.7,100.18,39.79,73,2,2.82
433,Edd,ER,2020-02-20 20:53:57,13.93,41.69,75.69,77,100,12.19
434,Kamaishi,JP,2020-02-20 20:54:27,39.27,141.88,31.48,69,0,6.78
435,Jalu,LY,2020-02-20 20:54:06,29.03,21.55,57.02,65,68,9.37
436,Makakilo City,US,2020-02-20 20:54:36,21.35,-158.09,75.2,77,75,16.11
437,Corning,US,2020-02-20 20:54:11,42.14,-77.05,27.0,53,90,10.29
438,Skjervoy,NO,2020-02-20 20:54:53,70.03,20.97,30.2,54,100,18.34
439,Guanaja,HN,2020-02-20 20:58:07,16.4,-85.9,86.0,74,20,16.11
440,San Miguel,SV,2020-02-20 20:58:07,13.48,-88.18,93.2,55,0,11.41
441,Poplar Bluff,US,2020-02-20 20:58:04,36.76,-90.39,44.6,52,1,11.43
442,Yamada,JP,2020-02-20 20:55:25,39.47,141.95,31.48,69,0,6.78
443,Khani,GE,2020-02-20 20:58:08,41.96,42.96,39.2,93,75,3.36
444,Rio Grande,BR,2020-02-20 20:55:09,-32.03,-52.1,80.6,42,40,16.11
445,Cacoal,BR,2020-02-20 20:58:08,-11.44,-61.45,77.9,92,98,3.09
446,Nichinan,JP,2020-02-20 20:54:02,31.6,131.37,56.32,65,0,15.68
447,Kushchevskaya,RU,2020-02-20 20:58:08,46.56,39.64,38.89,91,100,12.24
448,Fayaoue,NC,2020-02-20 20:58:08,-20.65,166.53,80.19,78,0,13.58
449,Myitkyina,MM,2020-02-20 20:58:08,25.38,97.4,59.88,64,100,4.34
450,Thaton,MM,2020-02-20 20:58:08,16.92,97.37,69.28,53,100,1.41
451,Kardla,EE,2020-02-20 20:58:08,59.0,22.75,37.99,82,100,10.0
452,Rockport,US,2020-02-20 20:53:53,28.02,-97.05,51.8,93,90,13.87
453,Mayumba,GA,2020-02-20 20:54:55,-3.43,10.66,83.37,76,47,10.09
454,Gamba,GA,2020-02-20 20:53:48,-2.65,10.0,79.93,82,78,5.32
455,Sorland,NO,2020-02-20 20:53:51,67.67,12.69,33.8,86,75,10.29
456,Cayenne,GF,2020-02-20 20:53:35,4.93,-52.33,82.4,65,75,9.17
457,Letham,GB,2020-02-20 20:58:09,56.62,-2.77,37.0,93,40,17.22
458,Yerbogachen,RU,2020-02-20 20:53:45,61.28,108.01,9.37,95,100,5.75
459,Avera,US,2020-02-20 20:53:34,33.19,-82.53,42.8,100,90,12.75
460,Severobaykalsk,RU,2020-02-20 20:58:09,55.65,109.32,6.75,94,100,3.91
461,Bintulu,MY,2020-02-20 20:58:09,3.17,113.03,77.0,94,75,0.72
462,Copiapo,CL,2020-02-20 20:58:09,-27.37,-70.33,73.4,53,75,9.17
463,Passo De Camaragibe,BR,2020-02-20 20:58:09,-9.24,-35.49,75.2,94,75,6.93
464,Ilo,PE,2020-02-20 20:54:05,-17.64,-71.34,80.6,69,40,6.93
465,Sao Jose Da Coroa Grande,BR,2020-02-20 20:58:09,-8.9,-35.15,80.33,85,100,21.85
466,Kerouane,GN,2020-02-20 20:58:09,9.27,-9.02,85.44,25,93,2.15
467,Uyuni,BO,2020-02-20 20:58:09,-20.46,-66.83,53.94,61,100,20.58
468,Erenhot,CN,2020-02-20 20:54:34,43.65,111.98,14.49,75,100,11.9
469,Sussex,US,2020-02-20 20:55:54,41.18,-74.67,37.0,37,75,10.29
470,Goderich,CA,2020-02-20 20:53:50,43.75,-81.72,26.01,31,97,1.99
471,Pakxan,LA,2020-02-20 20:58:10,18.38,103.66,62.64,78,72,4.5
472,Doha,QA,2020-02-20 20:51:42,25.29,51.53,69.8,56,85,13.87
473,Susangerd,IR,2020-02-20 20:58:10,31.56,48.18,59.0,87,0,4.7
474,Hegang,CN,2020-02-20 20:58:10,47.4,130.37,2.73,89,67,1.86
475,Roebourne,AU,2020-02-20 20:54:02,-20.78,117.13,85.01,62,13,6.4
476,Gdynia,PL,2020-02-20 20:58:10,54.52,18.53,41.0,74,20,16.11
477,Batagay-Alyta,RU,2020-02-20 20:53:29,67.8,130.41,-1.23,84,100,5.75
478,Payakumbuh,ID,2020-02-20 20:58:10,-0.22,100.63,67.28,98,77,3.0
479,Marsh Harbour,BS,2020-02-20 20:53:36,26.54,-77.06,75.87,77,0,14.29
480,Vostok,RU,2020-02-20 20:53:56,46.49,135.88,1.38,97,100,4.32
481,Kayerkan,RU,2020-02-20 20:58:11,69.35,87.76,14.0,92,75,6.71
482,Hammerfest,NO,2020-02-20 20:54:44,70.66,23.68,30.2,67,100,23.04
483,Huntsville,US,2020-02-20 20:58:11,34.73,-86.59,39.0,93,90,13.87
484,Phan Thiet,VN,2020-02-20 20:58:11,10.93,108.1,65.88,78,0,4.81
485,Neiafu,TO,2020-02-20 20:53:46,-18.65,-173.98,78.8,83,40,5.82
486,Slobozia,MD,2020-02-20 20:58:11,46.73,29.71,42.8,70,22,10.29
487,Dinajpur,BD,2020-02-20 20:58:11,25.63,88.64,66.54,40,62,4.61
488,Marawi,PH,2020-02-20 20:53:41,8.0,124.29,69.01,84,0,5.99
489,Skagen,DK,2020-02-20 20:58:11,57.72,10.58,44.01,97,100,17.0
490,Rio Bananal,BR,2020-02-20 20:58:11,-19.27,-40.33,78.96,82,31,6.02
491,Lahij,YE,2020-02-20 20:58:11,13.17,44.58,73.4,73,48,2.13
492,Yar-Sale,RU,2020-02-20 20:55:19,66.83,70.83,20.93,96,100,8.41
493,College,US,2020-02-20 20:54:43,64.86,-147.8,28.99,68,75,8.05
494,Xuddur,SO,2020-02-20 20:58:12,4.12,43.89,77.02,69,95,13.58
495,Pandan,PH,2020-02-20 20:58:12,14.05,124.17,78.01,78,43,27.74
496,Flin Flon,CA,2020-02-20 20:53:36,54.77,-101.86,32.0,83,20,12.75
497,Port Keats,AU,2020-02-20 20:55:14,-14.25,129.55,80.78,83,50,2.64
498,Miraflores,MX,2020-02-20 20:58:12,19.22,-98.81,86.0,15,5,10.29
499,Shumskiy,RU,2020-02-20 20:58:12,54.83,99.13,13.69,82,100,3.96
500,Christchurch,NZ,2020-02-20 20:48:54,-43.53,172.63,73.4,46,100,12.75
501,Jalingo,NG,2020-02-20 20:58:12,8.88,11.37,81.36,16,8,5.99
502,Iskateley,RU,2020-02-20 20:54:08,67.68,53.15,9.52,91,0,10.54
503,Skelleftea,SE,2020-02-20 20:58:12,64.75,20.95,32.0,88,90,18.34
504,Henties Bay,NA,2020-02-20 20:58:13,-22.12,14.28,66.0,91,78,5.86
505,Murmino,RU,2020-02-20 20:58:13,54.6,40.05,34.0,96,91,1.99
506,Athabasca,CA,2020-02-20 20:53:35,54.72,-113.29,33.55,86,43,10.0
507,Buraydah,SA,2020-02-20 20:54:04,26.33,43.98,57.2,58,0,6.93
508,Flinders,AU,2020-02-20 20:53:27,-34.58,150.86,69.01,88,75,3.36
509,La Grande,US,2020-02-20 20:58:13,45.32,-118.09,52.0,32,1,23.04
510,Yankton,US,2020-02-20 20:58:13,42.87,-97.4,28.99,62,1,11.41
511,Chumikan,RU,2020-02-20 20:58:13,54.72,135.31,-1.32,82,0,7.78
512,Sinnamary,GF,2020-02-20 20:53:29,5.38,-52.95,78.31,73,100,11.52
513,Yakima,US,2020-02-20 20:58:13,46.47,-120.67,46.0,48,1,3.6
514,Cabo San Lucas,MX,2020-02-20 20:52:23,22.89,-109.91,86.0,44,5,9.17
515,Santa Cruz Cabralia,BR,2020-02-20 20:58:14,-16.28,-39.02,80.6,78,40,12.75
516,Ciudad Bolivar,VE,2020-02-20 20:58:14,8.12,-63.55,90.59,40,100,9.89
517,Mantua,IT,2020-02-20 20:58:14,45.17,10.78,46.99,60,29,4.7
518,Belmonte,BR,2020-02-20 20:58:14,-15.86,-38.88,86.0,78,40,12.75
519,Sibu,MY,2020-02-20 20:53:28,2.3,111.82,77.0,94,75,2.24
520,Zaragoza,ES,2020-02-20 20:52:32,41.66,-0.88,52.0,66,44,1.12
521,Cavalcante,BR,2020-02-20 20:58:14,-13.8,-47.46,71.11,83,100,5.12
522,Garden City,US,2020-02-20 20:58:14,42.33,-83.33,27.0,38,1,9.44
523,Kushima,JP,2020-02-20 20:58:14,31.46,131.23,41.05,87,0,3.02
524,Mount Gambier,AU,2020-02-20 20:53:15,-37.83,140.77,55.4,93,90,5.82
525,Deputatskiy,RU,2020-02-20 20:55:04,69.3,139.9,-5.26,93,100,3.02
526,Ambilobe,MG,2020-02-20 20:53:33,-13.2,49.05,75.25,95,100,11.18
527,Tripoli,LY,2020-02-20 20:56:14,32.88,13.19,59.67,67,100,12.68
528,Padang,ID,2020-02-20 20:53:54,-0.95,100.35,69.78,84,80,6.24
529,Maragogi,BR,2020-02-20 20:50:44,-9.01,-35.22,80.33,85,100,21.85
530,Namatanai,PG,2020-02-20 20:53:44,-3.67,152.43,82.36,77,45,14.7
531,Zheleznogorsk,RU,2020-02-20 20:58:15,52.33,35.37,31.39,92,97,6.49
532,Soyo,AO,2020-02-20 20:58:15,-6.13,12.37,80.92,80,56,7.43
533,Oltu,TR,2020-02-20 20:58:15,40.55,42.0,24.93,89,100,3.78
534,Gwanda,ZW,2020-02-20 20:58:15,-20.93,29.0,73.02,60,13,5.68
535,Cottonwood,US,2020-02-20 20:58:15,34.74,-112.01,71.01,18,1,4.7
536,Karpathos,GR,2020-02-20 20:58:15,35.51,27.21,57.2,82,73,16.11
537,Palanga,LT,2020-02-20 20:58:15,55.92,21.07,41.0,80,90,14.99
538,Waipawa,NZ,2020-02-20 20:58:15,-41.41,175.52,66.0,93,100,20.8
539,Adjud,RO,2020-02-20 20:58:15,46.1,27.17,39.2,80,100,5.82
540,Nipawin,CA,2020-02-20 20:58:16,53.37,-104.0,24.8,62,1,17.22
541,Muisne,EC,2020-02-20 20:58:16,0.6,-80.03,77.0,100,90,5.82
542,Aklavik,CA,2020-02-20 20:53:52,68.22,-135.01,1.4,77,40,3.24
543,Genhe,CN,2020-02-20 20:58:16,50.78,121.52,1.47,88,100,3.13
544,Tutoia,BR,2020-02-20 20:58:16,-2.76,-42.27,86.0,74,40,6.93
545,Hithadhoo,MV,2020-02-20 20:53:32,-0.6,73.08,83.55,76,0,12.48
546,Poronaysk,RU,2020-02-20 20:58:16,49.22,143.12,5.99,85,31,4.74
547,Bose,IT,2020-02-20 20:58:16,45.46,8.01,46.0,45,1,3.36
548,Mana,GF,2020-02-20 20:58:16,5.66,-53.78,79.11,66,67,5.28
549,Tommot,RU,2020-02-20 20:58:16,58.96,126.29,-11.0,86,87,2.39
550,Pakisaji,ID,2020-02-20 20:58:16,-8.07,112.6,66.69,82,100,2.3
551,Gat,IL,2020-02-20 20:53:33,31.61,34.76,55.4,87,0,4.7
552,Lulea,SE,2020-02-20 20:58:17,65.58,22.15,30.2,86,90,21.92
553,Espanola,US,2020-02-20 20:50:14,35.99,-106.08,39.99,64,40,6.93
554,Mogadishu,SO,2020-02-20 20:58:17,2.04,45.34,81.48,85,94,18.12
555,Katiola,CI,2020-02-20 20:58:17,8.13,-5.1,89.6,46,38,2.24
556,Saint-Francois,FR,2020-02-20 20:53:54,46.42,3.91,46.4,81,90,3.36
557,Touros,BR,2020-02-20 20:53:55,-5.2,-35.46,77.0,94,75,3.36
558,Ushibuka,JP,2020-02-20 20:58:17,32.19,130.02,53.6,75,0,10.56
559,Lavrentiya,RU,2020-02-20 20:54:05,65.58,-171.0,-14.51,88,0,8.5
560,Kosh,AM,2020-02-20 20:58:17,40.3,44.16,35.6,93,75,2.24
561,Nioro,GM,2020-02-20 20:54:08,13.35,-15.75,88.03,8,58,6.89
562,Bardiyah,LY,2020-02-20 20:54:53,31.76,25.09,59.25,75,97,15.95
563,Bozoum,CF,2020-02-20 20:58:17,6.32,16.38,75.36,27,71,3.0
564,Toledo,ES,2020-02-20 20:58:17,39.83,-4.0,54.0,66,0,6.55
565,Imbituba,BR,2020-02-20 20:51:58,-28.24,-48.67,80.6,94,75,13.87
566,Coquimbo,CL,2020-02-20 20:53:30,-29.95,-71.34,66.2,72,75,10.29
567,Baruun-Urt,MN,2020-02-20 20:53:24,46.68,113.28,2.88,96,100,8.34
568,Cairns,AU,2020-02-20 20:57:09,-16.92,145.77,80.6,83,40,5.82
